Product No,Product Name,Product Remark,Unit price,Category name,Sub category Name,
03-02-00334-0,FRISOLAC LANGKAH 2,1x900G,105.5,11760,Foods/Beverages,MILK FORMULA/DRINK/SOYA POWDER
,,,,,,
03-02-00336-0,SIMILAC INTE-P BIB (3/4),1x600G,29.9,11760,Foods/Beverages,MILK FORMULA/DRINK/SOYA POWDER
,,,,,,
03-02-00351-0,FERNLEAF FULL CALCI YUM (VANILLA),1x900G,22.6,11760,Foods/Beverages,MILK FORMULA/DRINK/SOYA POWDER
,,,,,,
03-02-00352-0,FERNLEAF FULL CALCI YUM (CHOC),1x900G,22.6,11760,Foods/Beverages,MILK FORMULA/DRINK/SOYA POWDER
,,,,,,
03-02-00356-0,FERNLEAF FULL CREAM REGULAR,1x900G,26.9,11760,Foods/Beverages,MILK FORMULA/DRINK/SOYA POWDER
,,,,,,
03-02-00360-0,DUPRO SOY INFANT 0-12 BULAN,1x400G,20,11760,Foods/Beverages,MILK FORMULA/DRINK/SOYA POWDER
,,,,,,
03-02-00361-0,DUGRO SOY  1-6 TAHUN,1x400G,20,11760,Foods/Beverages,MILK FORMULA/DRINK/SOYA POWDER
,,,,,,
03-02-00366-0,DUGRO 3 (1-3YRS) (REG),1x300G,10,11760,Foods/Beverages,MILK FORMULA/DRINK/SOYA POWDER
,,,,,,
03-02-00367-0,EVERYDAY FMP MILK POWDER (+200G),1x1.6KG,46.95,11760,Foods/Beverages,MILK FORMULA/DRINK/SOYA POWDER
,,,,,,
03-02-00370-0,ANLENE REG (CHOCOLATE),1x250G,9.35,11760,Foods/Beverages,MILK FORMULA/DRINK/SOYA POWDER
,,,,,,
03-02-00371-0,ANLENE REG (PLAIN),1x250G,9.35,11760,Foods/Beverages,MILK FORMULA/DRINK/SOYA POWDER
,,,,,,
03-02-00372-0,ANLENE GOLD (PLAIN),1x250G,9.9,11760,Foods/Beverages,MILK FORMULA/DRINK/SOYA POWDER
,,,,,,
03-02-00381-0,PEDIASURE COMPLETE (V/C),1x600G,63.99,11760,Foods/Beverages,MILK FORMULA/DRINK/SOYA POWDER
,,,,,,
03-02-00400-0,ENSURE GOLD (V/W/C),1x850G,95.5,11760,Foods/Beverages,MILK FORMULA/DRINK/SOYA POWDER
,,,,,,
03-02-00403-0,ANLENE CAFE LATTE,1x(31G*16S),19.5,11760,Foods/Beverages,MILK FORMULA/DRINK/SOYA POWDER
,,,,,,
03-02-00408-0,ENSURE GOLD BIB (V/C/G T),1x400G,45.9,11760,Foods/Beverages,MILK FORMULA/DRINK/SOYA POWDER
,,,,,,
03-02-00413-0,DUTCH BABY 0-12 BULAN,1x350G,10,11760,Foods/Beverages,MILK FORMULA/DRINK/SOYA POWDER
,,,,,,
03-02-00418-0,DUGRO SURE  ASLI 1-6 TAHUN,1x600G,29.5,11760,Foods/Beverages,MILK FORMULA/DRINK/SOYA POWDER
,,,,,,
03-02-00419-0,DUTCH BABY 0-12 BULAN,1x900G,27.2,11760,Foods/Beverages,MILK FORMULA/DRINK/SOYA POWDER
,,,,,,
03-02-00420-0,DUTCH BABY 0-12 BULAN,1x600G,19.5,11760,Foods/Beverages,MILK FORMULA/DRINK/SOYA POWDER
,,,,,,
03-02-00421-0,DUTCH BABY 6-18 BULAN,1x600G,19.5,11760,Foods/Beverages,MILK FORMULA/DRINK/SOYA POWDER
,,,,,,
03-02-00422-0,DUTCH BABY 6-18 BULAN,1x900G,27.2,11760,Foods/Beverages,MILK FORMULA/DRINK/SOYA POWDER
,,,,,,
03-02-00425-0,DUGRO 4 (3-6YRS) (REG),1x850G,23.5,11760,Foods/Beverages,MILK FORMULA/DRINK/SOYA POWDER
,,,,,,
03-02-00426-0,DUGRO 4 (3-6YRS) (HONEY),1x850G,23.5,11760,Foods/Beverages,MILK FORMULA/DRINK/SOYA POWDER
,,,,,,
03-02-00427-0,DUTCH BABY 6-18 BULAN,1x350G,10,11760,Foods/Beverages,MILK FORMULA/DRINK/SOYA POWDER
,,,,,,
03-02-00428-0,DUTCH LADY PWDR GUM 123 (BIASA),1x350G,11,11760,Foods/Beverages,MILK FORMULA/DRINK/SOYA POWDER
,,,,,,
03-02-00429-0,EVERYDAY MAIT FMP MILK POWDER,1x500G,19,11760,Foods/Beverages,MILK FORMULA/DRINK/SOYA POWDER
,,,,,,
03-03-00002-0,HAPPY GRASS SOFT BEAN CURD POWDER(G),1x150G,5.9,11760,Foods/Beverages,MILK FORMULA/DRINK/SOYA POWDER
,,,,,,
,,,,,,
,,,,,,
06-01-00001-1,A1 BAH KUT TEH NOODLES,4x90G,7.45,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00002-1,A1 EMPEROR HERB CHICK NOODLES,4x90G,7.45,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00011-0,KASAVA FOOD  CLAYPOT YEE MEE,1x340G,3.1,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00012-1,IBUMIE BAA..GUS MI SUP(ONION CHIC),5x75G,3.7,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00014-1,IBUMIE ALWAYS MI GORENG (ASLI),5x80G,4.25,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00017-1,INDOMIE MI-GORENG (HOT&SPICY),5x80G,5.5,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00020-1,IBUMIE BAA..GUS MI SUP (SOTO CHIC),5x75G,3.7,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00021-1,IBUMIE BAA..GUS MI SUP (CURRY),5x75G,3.7,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00022-0,VIT'S FRESH UDON,1x(200G*3),4.9,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00023-0,VIT'S FRESH RAMEN,1x(150G*3),4.9,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00024-1,IBUMIE PENANG HARMEE (SOUP),5x85G,4.5,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00025-1,MAMEE CUP EXPRESS (CURRY),6x60G,7.9,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00026-1,MAMEE CUP EXPRESS (CHICKEN),6x60G,7.9,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00027-1,MAMEE CUP EXPRESS (TOM YAM),6x60G,7.9,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00028-1,MAMEE CUP EXPRESS (VEG),6x60G,7.9,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00029-1,MAMEE PREMIUM (CURRY) RM3.90,5x75G,3.6,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00031-1,MAMEE PREMIUM (VEG) RM3.90,5x75G,3.6,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00033-1,MAMEE PREMIUM (DUCK) RM3.90,5x76G,3.6,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00039-1,MI SEDAAP SOUP (SOTO),5x75G,4.4,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00045-1,MAMEE SLLRRRP (KARI BERAPI),5x81G,5.5,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00046-1,MI SEDAAP MI GORENG (PERISA ASLI),5x91G,4.4,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00049-0,MAMEE SLLRRRP CUP (KARI BERAPI),1x68G,2,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00051-0,MAMEE SLLRRRP CUP (XTRA PEDAS),1x68G,2,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00082-1,CINTAN ASLI  (RM3.95),5x75G,3.95,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00083-1,CINTAN CURRY (RM3.95),5x76G,3.95,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00085-0,XIAMEN CLAY POT MEE SUAH,1x300G,4,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00086-0,XIAMEN LONG LIFE WHEAT VERMICELLI (SHOU),1x250G,3.3,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00087-0,XIAMEN MEE SUAH MI-POH,1x300GM,4.2,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00088-0,XIAMEN MEE SUAH TRADISIONAL,1x300GM,4.2,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00089-0,XIAMEN MEE SUA FLOUR VERMICELLI (PKT),1x300GM,3.3,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00090-0,XIAMEN MEE SOYA TERPILIH,1x230G,2.35,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00091-0,XIAMEN MEE HUEN KUEH,1x200GM,3.5,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00094-1,MAGGI 2MINUTE NOODLE (ASAM LAKSA),5x78G,5,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00095-1,MAGGI 2MINUTE NOODLE (TOM YAM),5x83G,5,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00096-1,MAGGI 2MINUTE NOODLE (CHICKEN),5x77G,4.25,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00101-0,MAGGI HOT CUP CHICKEN,1x56G,1.8,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00102-0,MAGGI HOT CUP CURRY,1x59G,1.8,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00109-0,MAGGI HOT CUP GORENG (CILI FIESTA),1x65G,2.1,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00111-0,MAGGI HOT MEALZ  KARIKAR  KAW BOWL,1x96G,3.6,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00112-0,MAGGI HOT MEALZ  CURRYLASKSA BOWL,1x99G,3.6,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00113-1,INDOMIE MI-GORENG(ASLI)GSM,5x80G,4.25,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00114-1,INDOMIE MI-GORENG(SPECIAL)GSS,5x85G,4.25,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00121-0,VIT'S INSTANT NOODLES,1x700G,3.99,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00123-1,CINTAN MI GORENG (PEDAS),5x75G,4.6,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00129-0,KONG MOON RICE STICK,1x454G,3.9,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00136-0,PEACE LONGKOU VERMICELLI,1x500G,8.2,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00137-0,PEACE LONGKOU VERMICELLI,1x100G,2,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00140-1,NONG SHIM (KIMCHI RAYMUN),5x120G,15.1,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00141-1,NONG SHIM (KOREAN CLAY POT RAYMON),5x120G,15.1,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00142-1,NONG SHIM (UDON),5x120G,15.1,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00143-1,NONG SHIM (SPICY MUSHROOM),5x120G,15.1,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00144-1,NONG SHIM (SHRIMP),5x120G,15.1,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00145-0,A1 ABALONE NOODLES,1x150G,9.4,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00146-1,A1 VEGETARIAN HERBAL NOODLE,4x90G,8,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00156-0,MYOJO BOWL (CHICKEN CURRY),1x80G,3.5,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00157-0,MYOJO BOWL (THAI TOM YAM),1x80G,3.5,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00158-0,MYOJO BOWL (SEAFOOD),1x80G,3.5,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00161-1,MYOJO NOODLES (VEGE MUSHROOM),5x85G,7.2,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00164-1,NISSIN NOODLES (CHICKEN),5x86G,8.2,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00167-1,NISSIN NOODLES (SPICY SESAME),5x86G,8.2,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00168-1,NISSIN NOODLES (GARLIC CHICKEN),5x87G,8.2,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00170-1,NISSIN NOODLES (SESAME OIL),5x85G,8.2,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00180-1,MAMEE SLLRRRP (KARI XTRA PEDAS),5x81G,5.5,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00181-1,MAMEE PREMIUM (CHICKEN) RM3.90,5x73G,3.6,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00183-0,PEACE LONGKOU VERMICELLI,1x250G,4.5,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00189-0,MAMEE CUP EXPRESS ASSORTED (6+2),1x(60G*6+2),8.2,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00203-1,MAGGI 2MINUTE NOODLE (CURRY),5x79G,4.25,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00210-0,A1 5 MINUTES INSTANT WONTON MEE,1x400G,5.9,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00212-0,A1 5 MINUTES INSTANT MEE POH,1x400G,5.9,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00213-1,RUSKI INSTANT NOODLE  (TOM YAM/KAW),5x80G,6.6,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00214-0,LYON CLAYPOT MEE,1x220G,2.4,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00219-0,MASGOOD ICHIBAN MEE SUAH,1x200G,3.1,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00240-1,IBUMIE BAA..GUS MI GORENG (ASLI),5x70G,3.7,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00241-1,IBUMIE BAA..GUS MI GORENG (PEDAS),5x70G,3.7,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00247-0,NONG SHIM 6IN1 ASSORTED CUP,1x424G,21.9,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00270-1,MAMEE CHEF (TOM YAM THAI),4x80G,5.2,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00279-0,MYOJO BOWL (CHICKEN ABALONE),1x80G,3.5,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00283-1,MAMEE CHE (SPICY CHICKEN SHIITAKE),4x72G,5.5,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00284-1,MAMEE CHEF (CURRY LAKSA),4x80G,5.5,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00285-0,MAMEE CHEF CUP (TOM YAM THAI),1x72G,2.6,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00286-0,MAMEE CHEF CUP(SPICY CHICKEN SHIITAKE),1x62G,2.6,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00287-0,MAMEE CHEF CUP (CURRY LAKSA),1x72G,2.6,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00288-1,MAGGI 2MINUTE BIG CURRY,5x111G,5.9,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00294-0,NISSIN BOWL (SESAME OIL),1x110G,5.5,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00304-1,MAGGI 2MINUTE BIG CHICKEN,5x108G,5.9,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00306-0,KASAVA MEE SOYA,1x700G,7.6,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00310-1,SAMYANG NOODLES (HOT CHICKEN RAMEN),5x140G,20,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00319-0,MAMEE CHEF CUP (LONTONG),1x84G,2.6,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00333-1,MAGGI 2MINUTE BIG TOM YAM (5+1),5x(112G*6),6.2,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00335-0,WHEATSUN LACEY NOODLES(ZARU SOBA),1x500G,7.3,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00341-0,KASAVA DAO XIAO NOODLE,1x400G,6,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00353-0,SAMYANG NOODLES (CARBO/CHEESE/STEW),1x(140G*5S),21,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00355-0,PAMA MEE (CENDAWAN),1x(60G*5),6.5,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00358-1,MYOJO NOODLES (MEE GORENG ORIGINAL),5x85G,7.2,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00369-0,MAGGI HOT MEALZ  TOM YAM KAW BOWL,1x91G,3.6,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00376-0,SUNCITY LONGKOU VERMICELLI,1x250G,4.4,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00377-0,MAGGI PEDAS GILER MI GORENG BOWL(ASST),1x97G,3.6,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00381-0,A1 GREEN BEAN VERMICELLI,1x250G,6.3,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00385-0,SUNCITY LONGKOU VERMICELLI,1x500G,8.5,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00393-0,MAGGI PEDAS GILER MI GORENG (ASST),1x(76G*5),8.4,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00394-0,KASAVA PUMPKIN NOODLE,1x400GM,7,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00401-0,NISSIN JAPANESE RAMEN(ASST),1x(106G*5),14.2,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00404-0,SUNCITY LONGKOU VERMICELLI,1x100G,2,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00405-0,JIAXIANGREN/ XIAOLONGKAN SOUR SPICY NOODL,1x115G,5,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00406-0,Q DOINK HOCK CHIEW MEE SUAH,1x300GM,5.4,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00407-0,LSH HANDMADE MEE SUAH,1x300GM,4.6,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00408-0,LSH HOCK CHIEW MEE SUAH,1x500GM,7.1,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00409-0,LSH HANDMADE MEE QIAN,1x500GM,7.1,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00410-0,MI ABC MI INSTAN GORENG,1x(70G*5S),4,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00411-0,MI ABC MI INSTAN SHRIMP/CHICKEN,1x(70G*5S),3.6,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00413-0,MI ABC CUP MI GORENG (ASST),1x80GM,2.1,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00414-0,MI ABC CUP MI INSTAN  (ASST),1x60GM,1.9,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00415-0,NISSIN JAPANESE RAMEN BOWL (K B/T S),1x110G,5.2,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00420-0,SHI ZU REN  ASST,1x163G,6.5,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00421-0,MI ABC MI INSTAN (SELERA PEDAS) BEEF SPIC,1x(80G*5S),7,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00422-0,MYOJO DRY BOWL (MALA XIANG GUA),1x100G,4.9,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00427-0,NISSIN JAPANESE RAMEA BOWL (K R/HK),1x111G,5.2,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00428-0,MI SEDAAP MI GORENG (KOREAN SPICY),1x(87G*8),5.5,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00429-0,MAME SLRP BOWL (ASST),1x94G,3,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00431-0,MAGGI MI GORENG (CILI KAMPUNG/SAMBALT BIL,1x(78G*5),6,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00435-0,MAMEE PREMIUM BOWL (ASST),1x93G,2.49,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00436-0,WHEATSUN LACEY NOODLES,1x500G,7,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00437-0,WHEATSUN EGG NOODLE,1x800G,7.6,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00440-0,KANG SHI FU BOWL NOODLE ASST,1x105G,4.5,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00441-0,SHI ZU REN  ASST,1x130G,6.5,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00443-0,KANG SHI FU BOWL NOODLEASST,1x109G,4.5,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00444-0,HAI CHI JIA SUAN LA FEN,1x120G,5.2,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-01-00447-0,GUANGYOU SWEET POTATO NOODLES,1x400G,6,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-02-00001-0,A1 INSTANT BIHOON,1x455G,5.99,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-02-00002-1,MAMEE BIHOON(CHICKEN),5x55G,6.5,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-02-00005-1,MAMEE BIHOON(TOM YAM KOONG),5x55G,6.5,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-02-00006-1,MAMEE BIHOON(VEGETABLE),5x55G,6.5,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-02-00007-1,PAMA BIHOON,5x55G,6.6,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-02-00016-0,PAMA BIHOON GOLD,1x350G,5,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-02-00018-0,PAMA BIHUN CUP(CR TY),1x55G,3.1,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-02-00019-0,PAMA BIHOON PREMIUM,1x350G,4,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-02-00020-0,PAMA BIHUN STANDARD,1x350G,3.6,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-02-00023-0,A1 BIHOON SUP (KETAM),1x100G,5.3,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-02-00024-0,PARROT INTS DON VERMI,1x160G,1.1,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-03-00003-0,BOTAN BIHOON,1x400G,2.2,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-03-00004-0,TIGA GAJAH /ERAWAN BIHOON,1x500G,4,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-03-00013-0,JATI BIHUN,1x350G,2.2,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-03-00017-0,EKA BIHOON TRADISIONAL (BIRU),1x400G,3.2,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-03-00018-0,EKA LAKSA(HIJAU),1x450G,3.2,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-04-00003-0,A1 INSTANT KWAY TEOW,1x400G,6.6,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-04-00008-1,PAMA KUAY TEOW,5x55G,6.9,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-04-00011-0,SAN REMO NO.16 (SPIRALS),1x500G,4.9,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-04-00012-0,SAN REMO NO.35 (ELBOW),1x500G,4.9,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-04-00013-0,SAN REMO NO.38 (MACARONI),1x500G,4.9,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-04-00014-0,SAN REMO NO.5 (SPAGHETTI),1x500G,4.9,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-04-00020-0,BALDUCCI SPAGHETTI NO.4 (RM2.99),1x500G,2.99,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-04-00040-0,YOPOKKI RICE CAKE (ASST),1x260G,14.4,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-04-00042-1,PAMA KUA CHAP (H&S),3x50G,4.72,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-04-00043-0,KIMBALL SPAGHETTI  ASST,1x400G,3.2,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-04-00044-0,INA PAN MEE ORI SEAFOOD SOUP,1x(85G*5),9.8,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-04-00045-0,INA PAN MEE DRIED CHILLI SHRIMP,1x(85G*5),9.8,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-04-00046-0,INA PAN MEE ASSORTED,1x(85G*5),9.8,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-04-00050-0,SELVA SPAGHETTI,1x500G,3.2,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-04-00052-0,SELVA FUSILLI,1x500G,3.2,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-04-00053-0,HAIDILAO STEAMBOAT(VEG/SOUR),1x425G,20,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-04-00054-0,HAIDILAO STEAMBOAT BEEF,1x360G,23.9,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-04-00055-0,PREGO SPAGHETTI,1x500G,3.8,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
06-04-00059-0,YUMEI SICHUAN ASST B1F1,1x305G,16.9,11761,Foods/Beverages,NOODLES & PASTA
,,,,,,
,,,,,,
,,,,,,
08-01-00082-0,STAR MASTER FRIED ONIONS WITH OIL,1x200G,8.9,11762,Kitchen,HERBS & SPICES/COOKING MIX
,,,,,,
08-01-00085-0,STAR MASTER FRIED GARLIC WITH OIL,1x200G,8.9,11762,Kitchen,HERBS & SPICES/COOKING MIX
,,,,,,
08-03-00001-0,A1 BAK KUT TEH SPICES,1x35G,7.8,11762,Kitchen,HERBS & SPICES/COOKING MIX
,,,,,,
08-03-00002-0,A1 BAK KUT TEH HERBS,1x60G,10.9,11762,Kitchen,HERBS & SPICES/COOKING MIX
,,,,,,
08-03-00003-0,A1 CHICKEN SOUP SPICES,1x35G,7.8,11762,Kitchen,HERBS & SPICES/COOKING MIX
,,,,,,
08-03-00005-0,A1 CHICKEN SOUP HERBS SPICES,1x60G,10.9,11762,Kitchen,HERBS & SPICES/COOKING MIX
,,,,,,
