Product No,Product Name,Product Remark,Unit price,Category name,Sub category Name,
08-03-00007-0,A1 INSTANT CHICKEN CURRY SAUCE,1x200G,4.9,11762,Kitchen,HERBS & SPICES/COOKING MIX
,,,,,,
08-03-00008-0,A1 INSTANT FISH CURRY SAUCE,1x200G,4.9,11762,Kitchen,HERBS & SPICES/COOKING MIX
,,,,,,
08-03-00294-0,MASFOOD INSTANT CHICKEN MIX RECIPE,1x100G,5,11762,Kitchen,HERBS & SPICES/COOKING MIX
,,,,,,
08-03-00295-0,MASFOOD CRISPY CHICKEN (ORIGINAL),1x160G,4.6,11762,Kitchen,HERBS & SPICES/COOKING MIX
,,,,,,
08-03-00296-0,MASFOOD KLANG MEAT BONE TEA SOUP,1x60G,7.8,11762,Kitchen,HERBS & SPICES/COOKING MIX
,,,,,,
08-03-00299-0,MASFOOD INSTANT CURRY FISH PASTE,1x200G,4.6,11762,Kitchen,HERBS & SPICES/COOKING MIX
,,,,,,
08-03-00301-0,MASFOOD CURRY LAKSA,1x200G,4.6,11762,Kitchen,HERBS & SPICES/COOKING MIX
,,,,,,
08-03-00302-0,MASFOOD RENDANG CURRY,1x200G,4.6,11762,Kitchen,HERBS & SPICES/COOKING MIX
,,,,,,
08-03-00303-0,MASFOOD 101 TOM YAM PASTE,1x200G,4.6,11762,Kitchen,HERBS & SPICES/COOKING MIX
,,,,,,
08-03-00304-0,MASFOOD 101 PORTUGUESE STYLE PASTE,1x200G,4.6,11762,Kitchen,HERBS & SPICES/COOKING MIX
,,,,,,
08-03-00307-0,MASFOOD INSTANT ASAM FISH PASTE,1x180G,4.6,11762,Kitchen,HERBS & SPICES/COOKING MIX
,,,,,,
08-03-00310-0,MASFOOD MEAT BONE TEA SOUP,1x35G,4.9,11762,Kitchen,HERBS & SPICES/COOKING MIX
,,,,,,
08-03-00313-0,MASFOOD HERBAL SPICES CHICKEN SOUP,1x70G,7.8,11762,Kitchen,HERBS & SPICES/COOKING MIX
,,,,,,
08-03-00314-0,MASFOOD 101 ASAM STYLE FISH PASTE,1x200G,4.6,11762,Kitchen,HERBS & SPICES/COOKING MIX
,,,,,,
08-03-00334-0,MASFOOD CRISPY PRAWN W SHREDDED EGG,1x80G,5,11762,Kitchen,HERBS & SPICES/COOKING MIX
,,,,,,
08-03-00353-0,MASFOOD SAMBAL CHILI SHRIMP,1x180G,4.6,11762,Kitchen,HERBS & SPICES/COOKING MIX
,,,,,,
08-03-00354-0,MASFOOD BLACK PAPPER PASTE,1x140G,4.6,11762,Kitchen,HERBS & SPICES/COOKING MIX
,,,,,,
08-03-00373-0,MASFOOD EMPEROR HERBS SPICES,1x35G,5,11762,Kitchen,HERBS & SPICES/COOKING MIX
,,,,,,
08-03-00377-0,MASFOOD STEWED FRAGRANT SPICES,1x35G,5,11762,Kitchen,HERBS & SPICES/COOKING MIX
,,,,,,
08-03-00381-0,MASFOOD CORDYCEPS HERBS SOUP,1x35G,5,11762,Kitchen,HERBS & SPICES/COOKING MIX
,,,,,,
08-04-00002-0,AYAM COCONUT MILK,1x200ML,2.8,11762,Kitchen,HERBS & SPICES/COOKING MIX
,,,,,,
08-04-00004-0,KARA COCONUT,1x1L,11.9,11762,Kitchen,HERBS & SPICES/COOKING MIX
,,,,,,
08-04-00005-0,KARA COCONUT,1x200ML,3,11762,Kitchen,HERBS & SPICES/COOKING MIX
,,,,,,
08-04-00011-0,M&S COCONUT MILK,1x200ML,2.8,11762,Kitchen,HERBS & SPICES/COOKING MIX
,,,,,,
08-04-00012-0,M&S COCONUT MILK,1x500ML,6,11762,Kitchen,HERBS & SPICES/COOKING MIX
,,,,,,
08-04-00015-0,S&P SANTAN COCONUT POWDER,1x50G,1.9,11762,Kitchen,HERBS & SPICES/COOKING MIX
,,,,,,
08-04-00021-0,S&P COCONUT MILK,1x200ML,2.75,11762,Kitchen,HERBS & SPICES/COOKING MIX
,,,,,,
08-04-00024-0,KARA COCONUT,1x500ML,6.5,11762,Kitchen,HERBS & SPICES/COOKING MIX
,,,,,,
08-04-00033-0,RASA ENAK COCONUT MILK,1x200ML,2.4,11762,Kitchen,HERBS & SPICES/COOKING MIX
,,,,,,
08-04-00034-0,S&P COCONUT MILK,1x200ML,2.8,11762,Kitchen,HERBS & SPICES/COOKING MIX
,,,,,,
08-04-00035-0,S&P COCONUT MILK,1x1L,9.9,11762,Kitchen,HERBS & SPICES/COOKING MIX
,,,,,,
08-04-00036-0,S&P COCONUT MILK(PANDAN),1x200ML,2.9,11762,Kitchen,HERBS & SPICES/COOKING MIX
,,,,,,
08-04-00037-0,S&P SANTAN COCONUT POWDER(PANDAN),1x50G,2,11762,Kitchen,HERBS & SPICES/COOKING MIX
,,,,,,
08-05-00027-0,AH HONG SERBUK LADA PUTIH,1x55G,6,11762,Kitchen,HERBS & SPICES/COOKING MIX
,,,,,,
08-05-00028-0,AH HONG SERBUK LADA HITAM,1x55G,7.5,11762,Kitchen,HERBS & SPICES/COOKING MIX
,,,,,,
08-05-00029-0,AH HONG SERBUK LADA PUTIH 100%,1x55G,7.5,11762,Kitchen,HERBS & SPICES/COOKING MIX
,,,,,,
08-05-00030-0,AH HONG SERBUK LADA PUTIH-PKT,1x25G,1.9,11762,Kitchen,HERBS & SPICES/COOKING MIX
,,,,,,
08-05-00031-0,AH HONG SERBUK LADA PUTIH 100%-PKT,1x20G,3,11762,Kitchen,HERBS & SPICES/COOKING MIX
,,,,,,
08-05-00032-0,AH HONG BIJI LADA PUTIH-PKT,1x20G,2.5,11762,Kitchen,HERBS & SPICES/COOKING MIX
,,,,,,
08-05-00033-0,AH HONG SERBUK REMPAH,1x5G,1.9,11762,Kitchen,HERBS & SPICES/COOKING MIX
,,,,,,
,,,,,,
,,,,,,
09-01-00001-0,BLUE KEY SELF RISING FLOUR,1x1KG,3.9,11763,Foods/Beverages,DRIED/BAKING/DESSERT
,,,,,,
09-01-00003-0,TEPUNG GANDUM (ANCHOR),1x1KG,2.45,11763,Foods/Beverages,DRIED/BAKING/DESSERT
,,,,,,
09-01-00006-0,TIGA ELEPHANT TEPUNG BERAS,1x500G,2,11763,Foods/Beverages,DRIED/BAKING/DESSERT
,,,,,,
09-01-00008-0,STAR/BINTANG CORN STARCH,1x400G,1.45,11763,Foods/Beverages,DRIED/BAKING/DESSERT
,,,,,,
09-01-00010-0,TERATAI TEPUNG BERAS,1x500G,2,11763,Foods/Beverages,DRIED/BAKING/DESSERT
,,,,,,
09-01-00012-0,TIGA ELEPHANT/ERAWAN TEPUNG PULUT,1x500G,4,11763,Foods/Beverages,DRIED/BAKING/DESSERT
,,,,,,
09-01-00014-0,ADAD TEPUNG PULUT HITAM,1x250G,5.7,11763,Foods/Beverages,DRIED/BAKING/DESSERT
,,,,,,
09-04-00022-0,NONA TEPUNG HOEN KWE (RED),1x100G,2.2,11763,Foods/Beverages,DRIED/BAKING/DESSERT
,,,,,,
09-04-00025-0,NONA TEPUNG HOEN KWE (YELLOW),1x100G,2.2,11763,Foods/Beverages,DRIED/BAKING/DESSERT
,,,,,,
09-08-00031-0,RBH TEPUNG TERIGU,1x400G,2.7,11763,Foods/Beverages,DRIED/BAKING/DESSERT
,,,,,,
09-08-00032-0,RBH TEPUNG SAGU,1x400G,2.6,11763,Foods/Beverages,DRIED/BAKING/DESSERT
,,,,,,
09-08-00034-0,RBH TEPUNG UBI KELEDEK,1x400G,5.9,11763,Foods/Beverages,DRIED/BAKING/DESSERT
,,,,,,
09-08-00046-0,RBH TEPUNG JAGUNG,1x350G,1.7,11763,Foods/Beverages,DRIED/BAKING/DESSERT
,,,,,,
09-08-00047-0,HAPPY GRASS PAU FLOUR,1x1.3KG,8.9,11763,Foods/Beverages,DRIED/BAKING/DESSERT
,,,,,,
09-08-00048-0,HAPPY GRASS PAU FLOUR,1x650G,5.3,11763,Foods/Beverages,DRIED/BAKING/DESSERT
,,,,,,
09-08-00056-0,HAPPY GRASS STEAMED CAKE MIX,1x500G,6,11763,Foods/Beverages,DRIED/BAKING/DESSERT
,,,,,,
09-10-00001-0,AAA PEARL MERMAID AGAR-AGAR,1x25G,5.8,11763,Foods/Beverages,DRIED/BAKING/DESSERT
,,,,,,
09-10-00003-0,SWALLOW GLOBE AGAR-AGAR (BROWN),1x10G,3.3,11763,Foods/Beverages,DRIED/BAKING/DESSERT
,,,,,,
09-10-00004-0,SWALLOW GLOBE AGAR-AGAR (GREEN),1x10G,3.3,11763,Foods/Beverages,DRIED/BAKING/DESSERT
,,,,,,
09-10-00005-0,SWALLOW GLOBE AGAR-AGAR (ORG),1x10G,3.3,11763,Foods/Beverages,DRIED/BAKING/DESSERT
,,,,,,
09-10-00006-0,SWALLOW GLOBE AGAR-AGAR (RED),1x10G,3.3,11763,Foods/Beverages,DRIED/BAKING/DESSERT
,,,,,,
09-10-00007-0,SWALLOW GLOBE AGAR-AGAR (WHITE),1x10G,3.3,11763,Foods/Beverages,DRIED/BAKING/DESSERT
,,,,,,
09-10-00008-0,SWALLOW GLOBE AGAR-AGAR (YELLOW),1x10G,3.3,11763,Foods/Beverages,DRIED/BAKING/DESSERT
,,,,,,
09-10-00010-0,NONA CRYSTAL JELLY (STRAWBERRY),1x90G,3,11763,Foods/Beverages,DRIED/BAKING/DESSERT
,,,,,,
09-10-00011-0,NONA CRYSTAL JELLY (RASPBERRY/ANGGUR),1x90G,3,11763,Foods/Beverages,DRIED/BAKING/DESSERT
,,,,,,
09-10-00014-0,NONA PUDDING (HONEY DEW),1x85G,3.5,11763,Foods/Beverages,DRIED/BAKING/DESSERT
,,,,,,
09-14-00001-0,ABC TEPUNG UBI,1x1KG,3.6,11763,Foods/Beverages,DRIED/BAKING/DESSERT
,,,,,,
09-14-00002-0,ABC TEPUNG UBI,1x500G,1.9,11763,Foods/Beverages,DRIED/BAKING/DESSERT
,,,,,,
09-14-00007-0,CAP TIGA BINTANG CORN STARCH,1x400G,1.45,11763,Foods/Beverages,DRIED/BAKING/DESSERT
,,,,,,
09-14-00008-0,CAP TIGA BINTANG TEPUNG UBI KAYU,1x500G,1.8,11763,Foods/Beverages,DRIED/BAKING/DESSERT
,,,,,,
,,,,,,
,,,,,,
11-01-00014-0,CAP IKAN BERAS,1x10KG,26,11764,Kitchen,RICE
,,,,,,
11-01-00023-0,CAP AYAM EMAS BERAS WANGI(WOK) 5%,1x5KG,25.9,11764,Kitchen,RICE
,,,,,,
11-01-00025-0,JASMINE SUPER BERAS SPESIAL TEMPATAN 5%,1x10KG,26,11764,Kitchen,RICE
,,,,,,
11-01-00028-0,SAKURA BERAS TEMPATAN MELATI,1x10KG,27.8,11764,Kitchen,RICE
,,,,,,
11-01-00032-0,CAP IKAN BERAS,1x50KG,130,11764,Kitchen,RICE
,,,,,,
11-01-00034-0,JATI S.S. CARNATION  (AP),1x10KG,27.4,11764,Kitchen,RICE
,,,,,,
11-01-00036-0,JATI S.I. CARNATION (A GOLD),1x10KG,30,11764,Kitchen,RICE
,,,,,,
11-01-00038-0,JATI S.I. CARNATION (A GOLD),1x5KG,16.2,11764,Kitchen,RICE
,,,,,,
11-01-00039-0,JATI S.I. CARNATION (A5/A6),1x10KG,27,11764,Kitchen,RICE
,,,,,,
11-02-00008-0,SONGHE BERAS WANGI THAI AAA(PLASTIC),1x10KG,55.5,11764,Kitchen,RICE
,,,,,,
11-02-00009-0,SONGHE BERAS WANGI THAI AAA,1x10KG,56.5,11764,Kitchen,RICE
,,,,,,
11-02-00010-0,JATI BERAS WANGI AAA (THAI) 5%,1x10KG,49.5,11764,Kitchen,RICE
,,,,,,
11-02-00011-0,JATI S.I. CARNATION(APPLE PINK),1x10KG,36.5,11764,Kitchen,RICE
,,,,,,
11-02-00012-0,CARNATION BERAS WANGI THAI (RED) 5%,1x10KG,45,11764,Kitchen,RICE
,,,,,,
11-02-00013-0,LENTERA BERAS WANGI (THAI),1x15KG,56.5,11764,Kitchen,RICE
,,,,,,
11-02-00014-0,LENTERA BERAS WANGI (THAI),1x10KG,38,11764,Kitchen,RICE
,,,,,,
11-02-00017-0,ROYAL UMBRELLA BERAS SIAM WANGI (THAI),1x5KG,23.5,11764,Kitchen,RICE
,,,,,,
11-02-00018-0,ROYAL UMBRELLA BERAS SIAM WANGI (THAI),1x10KG,41.99,11764,Kitchen,RICE
,,,,,,
11-02-00021-0,JASMINE SUNWHITE BERAS WANGI,1x5KG,31.5,11764,Kitchen,RICE
,,,,,,
11-02-00023-0,ROYAL UMBRELLA THAI FRAGRANT RICE,1x5KG,33.9,11764,Kitchen,RICE
,,,,,,
11-02-00024-0,JATI BERAS WANGI AAA (THAI) 5%,1x5KG,26.3,11764,Kitchen,RICE
,,,,,,
11-02-00027-0,LENTERA EMAS BERAS WANGI (THAI),1x15KG,62,11764,Kitchen,RICE
,,,,,,
11-02-00028-0,ROYAL UMBRELLA THAI FRAGRANT RICE,1x10KG,59,11764,Kitchen,RICE
,,,,,,
11-02-00029-0,JASMINE BASMATHI PUSA 1121 EXL GRAIN,1x2KG,23.8,11764,Kitchen,RICE
,,,,,,
11-02-00030-0,JASMINE BASMATHI KING,1x5KG,39,11764,Kitchen,RICE
,,,,,,
11-02-00032-0,ROYAL UMBRELLA THAI FRAGRANT RICE,1x1KG,8.5,11764,Kitchen,RICE
,,,,,,
11-02-00033-0,SAKURA BERAS WANGI PHRANANG(THAI),1x1KG,7.5,11764,Kitchen,RICE
,,,,,,
11-02-00035-0,SONGHE BERAS WANGI THAI AAA,1x1KG,8.8,11764,Kitchen,RICE
,,,,,,
11-02-00036-0,JATI HORECA BERAS WANGI SIAM,1x25KG,109,11764,Kitchen,RICE
,,,,,,
11-02-00044-0,JATI BERAS SUPER ISTIMEWA,1x10KG,25.9,11764,Kitchen,RICE
,,,,,,
11-02-00047-0,JATI HORECA BERAS PUTIH THAI SPESIAL,1x25KG,65.9,11764,Kitchen,RICE
,,,,,,
11-02-00052-0,GOLDEN PEONY BERAS WANGI THAI,1x5KG,25.5,11764,Kitchen,RICE
,,,,,,
11-02-00060-0,SAKURA BERAS WANGI PHRANANG(THAI),1x5KG,28.5,11764,Kitchen,RICE
,,,,,,
11-02-00061-0,DATO KAYA BERAS WANGI THAI,1x10KG,44.5,11764,Kitchen,RICE
,,,,,,
11-02-00063-0,ROYAL UMBRELLA FRAG THAI RICE,1x5KG,37.9,11764,Kitchen,RICE
,,,,,,
11-02-00065-0,LENTERA BERAS WANGI (THAI),1x5KG,20.5,11764,Kitchen,RICE
,,,,,,
11-02-00066-0,JATI S.I. CARNATION(APPLE PINK),1x5KG,19.5,11764,Kitchen,RICE
,,,,,,
11-02-00067-0,SUNFLOWER BASMATHI QUEEN,1x5KG,39,11764,Kitchen,RICE
,,,,,,
11-02-00068-0,ROYAL UMBRELLA BERAS SIAM WANGI (THAI),1x1KG,6.5,11764,Kitchen,RICE
,,,,,,
11-03-00005-0,BERAS PULUT (THAI),1x1KG,6.8,11764,Kitchen,RICE
,,,,,,
11-03-00006-0,SAKURA SIAM BERAS PULUT SUSUI,1x1KG,9.5,11764,Kitchen,RICE
,,,,,,
11-04-00002-0,JASMINE NUTRI RICE THAI RED,1x1KG,13.9,11764,Kitchen,RICE
,,,,,,
11-04-00004-0,ECOBROWN`S (ORIGINAL),1x5KG,19.9,11764,Kitchen,RICE
,,,,,,
11-04-00006-0,ECOBROWN`S GOLD (WHOLEGRAIN RICE MIX),1x5KG,26.4,11764,Kitchen,RICE
,,,,,,
11-04-00007-0,JASMINE SUNBROWN (ORIGINAL),1x2KG,8,11764,Kitchen,RICE
,,,,,,
11-04-00008-0,JASMINE SUNBROWN UNPOLISHED BROWN RICE,1x5KG,18.6,11764,Kitchen,RICE
,,,,,,
11-04-00009-0,JASMINE SUNBROWN (WHOLEGRAIN-HIGH FIBRE),1x2KG,8,11764,Kitchen,RICE
,,,,,,
11-04-00010-0,JASMINE NUTRI RICE BLACKBERRY,1x1KG,13.9,11764,Kitchen,RICE
,,,,,,
11-04-00012-0,GOLDEN PEONY BERAS PERANG,1x5KG,26,11764,Kitchen,RICE
,,,,,,
11-04-00017-0,SUNFLOWER EMBRYO BROWN RICE,1x5KG,21.5,11764,Kitchen,RICE
,,,,,,
11-05-00002-0,ADABI KETUPAT EKONOMI,1x780G,7.4,11764,Kitchen,RICE
,,,,,,
11-05-00003-0,ADABI KETUPAT MINI,1x(20G*30),6.95,11764,Kitchen,RICE
,,,,,,
11-05-00005-0,NONA KETUPAT MINI,1x600G,6.8,11764,Kitchen,RICE
,,,,,,
,,,,,,
,,,,,,
12-02-00031-0,AJI-SHIO BLACK PEPPER,1x40G,2.9,11765,Kitchen,SAUCES/SEASONING
,,,,,,
12-03-00002-0,AJINOMOTO,1x1KG,12.5,11765,Kitchen,SAUCES/SEASONING
,,,,,,
12-03-00003-0,AJINOMOTO,1x150G,4.4,11765,Kitchen,SAUCES/SEASONING
,,,,,,
12-03-00004-0,AJINOMOTO,1x300G,6.1,11765,Kitchen,SAUCES/SEASONING
,,,,,,
12-03-00006-0,AJINOMOTO,1x33G,1.35,11765,Kitchen,SAUCES/SEASONING
,,,,,,
12-03-00007-0,AJINOMOTO,1x500G,7.3,11765,Kitchen,SAUCES/SEASONING
,,,,,,
12-03-00008-0,AJINOMOTO,1x72G,2.3,11765,Kitchen,SAUCES/SEASONING
,,,,,,
12-03-00011-0,AJINOMOTO- AJI PLUS,1x1KG,17.99,11765,Kitchen,SAUCES/SEASONING
,,,,,,
12-03-00013-0,TUMIX CHICKEN STOCK,1x1KG,17.5,11765,Kitchen,SAUCES/SEASONING
,,,,,,
12-03-00026-0,AJINOMOTO- AJI MIX,1x1KG,18.5,11765,Kitchen,SAUCES/SEASONING
,,,,,,
12-04-00019-0,KOKI KG.KOH CHILLI,1x340G,2.45,11765,Kitchen,SAUCES/SEASONING
,,,,,,
12-04-00021-0,LINGHAM SOS CHILLI,1x340G,5,11765,Kitchen,SAUCES/SEASONING
,,,,,,
12-04-00022-0,LIFE CHILLI SAUCE,1x340G,2.9,11765,Kitchen,SAUCES/SEASONING
,,,,,,
12-04-00023-0,LIFE CHILLI SAUCE,1x500G,3.8,11765,Kitchen,SAUCES/SEASONING
,,,,,,
12-04-00024-0,LIFE CHILLI JUMBO,1x725G,5.1,11765,Kitchen,SAUCES/SEASONING
,,,,,,
12-04-00025-0,LINGHAM THAI CHILLI,1x358G,5,11765,Kitchen,SAUCES/SEASONING
,,,,,,
12-04-00027-0,LIFE THAI CHILLI SAUCE,1x750G,6.1,11765,Kitchen,SAUCES/SEASONING
,,,,,,
12-04-00033-0,MAGGI CHILLI SAUCE,1x340G,3.2,11765,Kitchen,SAUCES/SEASONING
,,,,,,
12-04-00034-0,MAGGI CHILLI SAUCE,1x500G,4.25,11765,Kitchen,SAUCES/SEASONING
,,,,,,
12-04-00075-0,LINGHAM SOS CHILLI (BAWANG PUTIH),1x340G,5,11765,Kitchen,SAUCES/SEASONING
,,,,,,
12-04-00076-0,LINGHAM SOS CILI (EXTRA HOT),1x358G,5.8,11765,Kitchen,SAUCES/SEASONING
,,,,,,
12-05-00012-0,LIFE TOMATO SAUCE,1x330G,2.65,11765,Kitchen,SAUCES/SEASONING
,,,,,,
12-05-00013-0,LIFE TOMATO SAUCE,1x485G,3.3,11765,Kitchen,SAUCES/SEASONING
,,,,,,
12-05-00017-0,MAGGI TOMATO SAUCE,1x325G,2.9,11765,Kitchen,SAUCES/SEASONING
,,,,,,
12-05-00018-0,MAGGI TOMATO SAUCE,1x475G,3.8,11765,Kitchen,SAUCES/SEASONING
,,,,,,
12-06-00023-0,PO-PO KING LIGHT SOYA SAUCE,1x720ML,12.2,11765,Kitchen,SAUCES/SEASONING
,,,,,,
12-06-00024-0,PO-PO KICAP SOYA CAIR,1x2.7KG,23.5,11765,Kitchen,SAUCES/SEASONING
,,,,,,
12-06-00026-0,PO-PO KICAP SOYA CAIR,1x720ML,8,11765,Kitchen,SAUCES/SEASONING
,,,,,,
12-06-00041-0,LEE KUM KEE SELECTED DARK SOYA SAUCE,1x500ML,6.5,11765,Kitchen,SAUCES/SEASONING
,,,,,,
12-06-00042-0,LEE KUM KEE SELECTED LIGHT SOYA SAUCE,1x500ML,6.5,11765,Kitchen,SAUCES/SEASONING
,,,,,,
12-06-00065-0,PO-PO KARAMEL PEKAT,1x720ML,11.6,11765,Kitchen,SAUCES/SEASONING
,,,,,,
12-06-00067-0,PO-PO KING DARK SAUCE KARAMEL,1x720ML,13,11765,Kitchen,SAUCES/SEASONING
,,,,,,
12-06-00073-0,CHEONG CHAN ELEPHANT THICK CARAMEL,1x375ML,6.2,11765,Kitchen,SAUCES/SEASONING
,,,,,,
12-06-00074-0,CHEONG CHAN ELEPHANT THICK CARAMEL,1x740ML,10.3,11765,Kitchen,SAUCES/SEASONING
,,,,,,
12-06-00084-0,WAN JA SHAN VEGE MUSHROOM OYSTER SAUCE,1x300ML,9.9,11765,Kitchen,SAUCES/SEASONING
,,,,,,
12-06-00087-0,TUCK LOONG SOS P.S.H SEBATIAN (RED),1x325ML,3.1,11765,Kitchen,SAUCES/SEASONING
,,,,,,
12-06-00171-0,PO-PO OYSTER SAUCE,1x500G,5.5,11765,Kitchen,SAUCES/SEASONING
,,,,,,
12-06-00172-0,LEE KUM KEE SELECTED LIGHT SOYA SAUCE,1x1.9L,18.9,11765,Kitchen,SAUCES/SEASONING
,,,,,,
12-06-00174-0,CAP APPLE LIGHT SOYA SAUCE,1x700ML,9.2,11765,Kitchen,SAUCES/SEASONING
,,,,,,
12-06-00175-0,CAP APPLE THICK  SOYA SAUCE,1x800ML,10.3,11765,Kitchen,SAUCES/SEASONING
,,,,,,
12-06-00179-0,CAP APPLE LIGHT SOYA SAUCE T/P,1x(700ML*2),17.9,11765,Kitchen,SAUCES/SEASONING
,,,,,,
12-07-00003-0,TST BLACK VINEGAR,1x375ML,4.9,11765,Kitchen,SAUCES/SEASONING
,,,,,,
12-07-00004-0,TST BLACK VINEGAR,1x750ML,7.9,11765,Kitchen,SAUCES/SEASONING
,,,,,,
12-07-00005-0,YEO'S WHITE VINEGAR,1x330ML,1.9,11765,Kitchen,SAUCES/SEASONING
,,,,,,
12-07-00006-0,YEO'S WHITE VINEGAR,1x630ML,2.9,11765,Kitchen,SAUCES/SEASONING
,,,,,,
12-07-00007-0,CAP SINGA TONGSHAN HEI MEI CHU,1x360ML,7.9,11765,Kitchen,SAUCES/SEASONING
,,,,,,
12-07-00008-0,CAP SINGA TONGSHAN HEI MEI CHU,1x720ML,13.9,11765,Kitchen,SAUCES/SEASONING
,,,,,,
12-08-00008-0,LEE KUM KEE PANDA OYSTER SAUCE,1x255G,5.2,11765,Kitchen,SAUCES/SEASONING
,,,,,,
12-08-00009-0,LEE KUM KEE KUM CHUN OYSTER,1x770G,6.6,11765,Kitchen,SAUCES/SEASONING
,,,,,,
12-08-00010-0,LEE KUM KEE PANDA OYSTER SAUCE,1x510G,8.3,11765,Kitchen,SAUCES/SEASONING
,,,,,,
12-08-00012-0,LEE KUM KEE VEGETARIAN OYSTER SAUCE,1x770G,7.3,11765,Kitchen,SAUCES/SEASONING
,,,,,,
12-08-00014-0,STH OYSTER SAUCE,1x4.5KG,13.2,11765,Kitchen,SAUCES/SEASONING
,,,,,,
12-08-00015-0,STH TASTE-ME OYSTER (JM RM1.00),1x750G,5.69,11765,Kitchen,SAUCES/SEASONING
,,,,,,
12-08-00018-0,STH VEGETARIAN OYSTER,1x(500G+250G),5.69,11765,Kitchen,SAUCES/SEASONING
,,,,,,
12-08-00034-0,LEE KUM KEE PREMIUM OYSTER SAUCE,1x510G,16.9,11765,Kitchen,SAUCES/SEASONING
,,,,,,
12-08-00036-0,LEE KUM KEE GOLDEN VEG SAUCE W.MUSHROOM,1x510G,6.2,11765,Kitchen,SAUCES/SEASONING
,,,,,,
12-09-00001-0,"OH CHUAN AIK SESAME (ROUND,WHITE)",1x315ML,8.6,11765,Kitchen,SAUCES/SEASONING
,,,,,,
12-09-00002-0,"OH CHUAN AIK SESAME (ROUND,WHITE)",1x630ML,15.3,11765,Kitchen,SAUCES/SEASONING
,,,,,,
12-09-00004-0,OH CHUAN AIK SUPERIOR DEER SESAME OIL,1x315ML,9.06,11765,Kitchen,SAUCES/SEASONING
,,,,,,
12-09-00005-0,"OH CHUAN AIK SESAME OIL (ROUND,GOLD)",1x630ML,16.2,11765,Kitchen,SAUCES/SEASONING
,,,,,,
12-09-00008-0,"OH CHUAN AIK SESAME OIL (SQUARE,GOLD)",1x750ML,21.5,11765,Kitchen,SAUCES/SEASONING
,,,,,,
12-10-00020-0,FERRY FISH SAUCE (ANCHOVY),1x200ML,3.3,11765,Kitchen,SAUCES/SEASONING
,,,,,,
12-10-00021-0,FERRY FISH SAUCE (SILVER POMFRET),1x200ML,3.3,11765,Kitchen,SAUCES/SEASONING
,,,,,,
12-10-00022-0,FERRY FISH SAUCE (SILVER POMFRET),1x700ML,6.2,11765,Kitchen,SAUCES/SEASONING
,,,,,,
12-10-00023-0,FERRY FISH SAUCE (CUTTLEFISH),1x700ML,6.2,11765,Kitchen,SAUCES/SEASONING
,,,,,,
12-10-00024-0,FERRY FISH SAUCE (ANCHOVY),1x700ML,6.2,11765,Kitchen,SAUCES/SEASONING
,,,,,,
12-10-00025-0,FERRY FISH SAUCE (CUTTLEFISH),1x200ML,3.3,11765,Kitchen,SAUCES/SEASONING
,,,,,,
12-16-00051-0,SEONG CHAN PLUM SAUCE,1x340G,4.5,11765,Kitchen,SAUCES/SEASONING
,,,,,,
,,,,,,
,,,,,,
14-02-00016-0,HUP SENG NP CORNEO CRACKERS,1x200G,4.4,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00017-0,HUP SENG CREAM CRACKERS,1x428G,4.1,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00018-0,LEE BUTTER CREAM,1x710G,8,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00019-0,HUP SENG CHOCOLATE TEDDY BIS.,1x120G,2.4,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00021-0,HUP SENG DELUXE VEGETABLE CRACKERS,1x258G,4.3,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00023-0,HUP SENG MARIE,1x298G,3.6,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00024-0,HUP SENG MARIE(COFFEE),1x298G,3.7,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00027-0,HUP SENG NP SUGAR CRACKERS,1x250G,4.4,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00029-0,HUP SENG NP CREAM CRACKERS,1x225G,4.4,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00065-0,ATIS BISKUT NIPIS (PIZZA),1x(23G*24S),8,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00066-0,ATIS BISKUT NIPIS (TOMATO),1x(23G*24S),8,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00067-0,WANG WANG SENBEI,1x92G,4.3,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00100-0,HWA TAI PESSTA LEMAK,1x800G,7.2,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00101-0,HWA TAI PESSTA MARIE BESAR,1x800G,7.2,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
