7307,Lemon Tree,Lemon Tree,t type=,"No 33, Jalan Danau 3, Taman Desa Jaya","No 33, Jalan Danau 3, Taman Desa Jaya",$$$,11:00 AM - 8:45 PM,上午11:00 - 下午8:45,"Mon-Sun11:00AM-8:45PM,11:00AM-7:30PM","周一-周日上午11:00-下午8:45,上午11:00-下午7:30",4.4/5,N/A,https://images.deliveryhero.io/image/fd-my/LH/q5eh-hero.jpg,"e=""application/ld+json"">","ype=""application/ld+json""",|Malaysianfood|Chicken|Rice|SimpleJoys,,,A La Carte,A La Carte,1014. Special Fried Rice,1014. Special Fried Rice,Dish Description not available,MYR19.90,N/A,https://images.deliveryhero.io/image/fd-my/Products/1138543559.jpg,," ,Price:  19.9     no sub category    "
7308,Lemon Tree,Lemon Tree,t type=,"No 33, Jalan Danau 3, Taman Desa Jaya","No 33, Jalan Danau 3, Taman Desa Jaya",$$$,11:00 AM - 8:45 PM,上午11:00 - 下午8:45,"Mon-Sun11:00AM-8:45PM,11:00AM-7:30PM","周一-周日上午11:00-下午8:45,上午11:00-下午7:30",4.4/5,N/A,https://images.deliveryhero.io/image/fd-my/LH/q5eh-hero.jpg,"e=""application/ld+json"">","ype=""application/ld+json""",|Malaysianfood|Chicken|Rice|SimpleJoys,,,A La Carte,A La Carte,1015. Kampung Fried Rice,1015. Kampung Fried Rice,Dish Description not available,MYR12.50,N/A,https://images.deliveryhero.io/image/fd-my/Products/1138543558.jpg,," ,Price:  12.5     no sub category    "
7309,Lemon Tree,Lemon Tree,t type=,"No 33, Jalan Danau 3, Taman Desa Jaya","No 33, Jalan Danau 3, Taman Desa Jaya",$$$,11:00 AM - 8:45 PM,上午11:00 - 下午8:45,"Mon-Sun11:00AM-8:45PM,11:00AM-7:30PM","周一-周日上午11:00-下午8:45,上午11:00-下午7:30",4.4/5,N/A,https://images.deliveryhero.io/image/fd-my/LH/q5eh-hero.jpg,"e=""application/ld+json"">","ype=""application/ld+json""",|Malaysianfood|Chicken|Rice|SimpleJoys,,,A La Carte,A La Carte,1016. Yang Chow Fried Rice,1016. Yang Chow Fried Rice,Dish Description not available,MYR11.50,N/A,https://images.deliveryhero.io/image/fd-my/Products/1138543583.jpg,," ,Price:  11.5     no sub category    "
7310,Lemon Tree,Lemon Tree,t type=,"No 33, Jalan Danau 3, Taman Desa Jaya","No 33, Jalan Danau 3, Taman Desa Jaya",$$$,11:00 AM - 8:45 PM,上午11:00 - 下午8:45,"Mon-Sun11:00AM-8:45PM,11:00AM-7:30PM","周一-周日上午11:00-下午8:45,上午11:00-下午7:30",4.4/5,N/A,https://images.deliveryhero.io/image/fd-my/LH/q5eh-hero.jpg,"e=""application/ld+json"">","ype=""application/ld+json""",|Malaysianfood|Chicken|Rice|SimpleJoys,,,A La Carte,A La Carte,1017. Mee Mamak,1017. Mee Mamak,Dish Description not available,MYR12.50,N/A,https://images.deliveryhero.io/image/fd-my/Products/1138543572.jpg,," ,Price:  12.5     no sub category    "
7311,Lemon Tree,Lemon Tree,t type=,"No 33, Jalan Danau 3, Taman Desa Jaya","No 33, Jalan Danau 3, Taman Desa Jaya",$$$,11:00 AM - 8:45 PM,上午11:00 - 下午8:45,"Mon-Sun11:00AM-8:45PM,11:00AM-7:30PM","周一-周日上午11:00-下午8:45,上午11:00-下午7:30",4.4/5,N/A,https://images.deliveryhero.io/image/fd-my/LH/q5eh-hero.jpg,"e=""application/ld+json"">","ype=""application/ld+json""",|Malaysianfood|Chicken|Rice|SimpleJoys,,,A La Carte,A La Carte,1018. Sweet & Sour Chicken,1018. Sweet & Sour Chicken,Dish Description not available,MYR13.60,N/A,https://images.deliveryhero.io/image/fd-my/Products/1138543564.jpg,," ,Price:  13.6     no sub category    "
7312,Lemon Tree,Lemon Tree,t type=,"No 33, Jalan Danau 3, Taman Desa Jaya","No 33, Jalan Danau 3, Taman Desa Jaya",$$$,11:00 AM - 8:45 PM,上午11:00 - 下午8:45,"Mon-Sun11:00AM-8:45PM,11:00AM-7:30PM","周一-周日上午11:00-下午8:45,上午11:00-下午7:30",4.4/5,N/A,https://images.deliveryhero.io/image/fd-my/LH/q5eh-hero.jpg,"e=""application/ld+json"">","ype=""application/ld+json""",|Malaysianfood|Chicken|Rice|SimpleJoys,,,A La Carte,A La Carte,1019. Sweet & Sour Fish,1019. Sweet & Sour Fish,Dish Description not available,MYR13.60,N/A,https://images.deliveryhero.io/image/fd-my/Products/1138543560.jpg,," ,Price:  13.6     no sub category    "
7313,Lemon Tree,Lemon Tree,t type=,"No 33, Jalan Danau 3, Taman Desa Jaya","No 33, Jalan Danau 3, Taman Desa Jaya",$$$,11:00 AM - 8:45 PM,上午11:00 - 下午8:45,"Mon-Sun11:00AM-8:45PM,11:00AM-7:30PM","周一-周日上午11:00-下午8:45,上午11:00-下午7:30",4.4/5,N/A,https://images.deliveryhero.io/image/fd-my/LH/q5eh-hero.jpg,"e=""application/ld+json"">","ype=""application/ld+json""",|Malaysianfood|Chicken|Rice|SimpleJoys,,,A La Carte,A La Carte,1020. Black Pepper Chicken,1020. Black Pepper Chicken,Dish Description not available,MYR13.60,N/A,https://images.deliveryhero.io/image/fd-my/Products/1138543568.jpg,," ,Price:  13.6     no sub category    "
7314,Lemon Tree,Lemon Tree,t type=,"No 33, Jalan Danau 3, Taman Desa Jaya","No 33, Jalan Danau 3, Taman Desa Jaya",$$$,11:00 AM - 8:45 PM,上午11:00 - 下午8:45,"Mon-Sun11:00AM-8:45PM,11:00AM-7:30PM","周一-周日上午11:00-下午8:45,上午11:00-下午7:30",4.4/5,N/A,https://images.deliveryhero.io/image/fd-my/LH/q5eh-hero.jpg,"e=""application/ld+json"">","ype=""application/ld+json""",|Malaysianfood|Chicken|Rice|SimpleJoys,,,A La Carte,A La Carte,1021. Black Pepper Fish,1021. Black Pepper Fish,Dish Description not available,MYR13.60,N/A,https://images.deliveryhero.io/image/fd-my/Products/1138543562.jpg,," ,Price:  13.6     no sub category    "
7315,Lemon Tree,Lemon Tree,t type=,"No 33, Jalan Danau 3, Taman Desa Jaya","No 33, Jalan Danau 3, Taman Desa Jaya",$$$,11:00 AM - 8:45 PM,上午11:00 - 下午8:45,"Mon-Sun11:00AM-8:45PM,11:00AM-7:30PM","周一-周日上午11:00-下午8:45,上午11:00-下午7:30",4.4/5,N/A,https://images.deliveryhero.io/image/fd-my/LH/q5eh-hero.jpg,"e=""application/ld+json"">","ype=""application/ld+json""",|Malaysianfood|Chicken|Rice|SimpleJoys,,,A La Carte,A La Carte,1022. Gong Bao Chicken,1022. Gong Bao Chicken,Dish Description not available,MYR13.60,N/A,https://images.deliveryhero.io/image/fd-my/Products/1138543571.jpg,," ,Price:  13.6     no sub category    "
7316,Lemon Tree,Lemon Tree,t type=,"No 33, Jalan Danau 3, Taman Desa Jaya","No 33, Jalan Danau 3, Taman Desa Jaya",$$$,11:00 AM - 8:45 PM,上午11:00 - 下午8:45,"Mon-Sun11:00AM-8:45PM,11:00AM-7:30PM","周一-周日上午11:00-下午8:45,上午11:00-下午7:30",4.4/5,N/A,https://images.deliveryhero.io/image/fd-my/LH/q5eh-hero.jpg,"e=""application/ld+json"">","ype=""application/ld+json""",|Malaysianfood|Chicken|Rice|SimpleJoys,,,A La Carte,A La Carte,1023. Gong Bao Fish,1023. Gong Bao Fish,Dish Description not available,MYR13.60,N/A,https://images.deliveryhero.io/image/fd-my/Products/1138543566.jpg,," ,Price:  13.6     no sub category    "
