,Restaurant Name,Restaurant Name in Chinese,Restaurant URL,Address,Address Chinese,Budget Symbol,Opening Time,Opening Time Chinese,Delivery Hours,Delivery Hours Chinese,Rating,Rating Count,Restaurant Image URL,Longitude,Latitude,Tags,Tel No.,Postal Code,Dish Category Title,Dish Category Title Chinese,Dish Name,Dish Name Chinese,Dish Description Chinese,Original Price,Discounted Price,Dish Image URL,Product Variations,Product Variations Chinese
0,Wow Waffles,Wow Waffles,https://www.foodpanda.my/restaurant/h8xr/wow-waffles,"3, Jalan Kemboja, Kampung Dato Sulaiman Menteri, 81100 Johor Bahru, Johor, Malaysia","3, Jalan Kemboja, Kampung Dato Sulaiman Menteri, 81100 Johor Bahru, Johor, Malaysia",$,8:00 AM - 11:29 PM,上午8:00 - 下午11:29,"Mon-Thu,Sat,Sun8:00AM-6:00PM,8:00AM-6:00PM","周一-周四,周六,周日上午8:00-下午6:00,上午8:00-下午6:00",4.2/5,N/A,https://images.deliveryhero.io/image/fd-my/LH/h8xr-hero.jpg,103.7661972,1.5048753,|Desserts|Chicken|Penjana,,,Nasi Ayam Geprek Spesial,Nasi Ayam Geprek Spesial,Nasi Ayam Penyet,Nasi Ayam Penyet,Dish Description not available,MYR10.00,N/A,https://images.deliveryhero.io/image/fd-my/Products/1415625304.jpg," ,Price:  10     no sub category    "," ,Price:  10     no sub category    "
1,Wow Waffles,Wow Waffles,https://www.foodpanda.my/restaurant/h8xr/wow-waffles,"3, Jalan Kemboja, Kampung Dato Sulaiman Menteri, 81100 Johor Bahru, Johor, Malaysia","3, Jalan Kemboja, Kampung Dato Sulaiman Menteri, 81100 Johor Bahru, Johor, Malaysia",$,8:00 AM - 11:29 PM,上午8:00 - 下午11:29,"Mon-Thu,Sat,Sun8:00AM-6:00PM,8:00AM-6:00PM","周一-周四,周六,周日上午8:00-下午6:00,上午8:00-下午6:00",4.2/5,N/A,https://images.deliveryhero.io/image/fd-my/LH/h8xr-hero.jpg,103.7661972,1.5048753,|Desserts|Chicken|Penjana,,,Nasi Ayam Geprek Spesial,Nasi Ayam Geprek Spesial,Nasi Sup Kaki Ayam,Nasi Sup Kaki Ayam,Dish Description not available,MYR6.00,N/A,N/A," ,Price:  6     no sub category    "," ,Price:  6     no sub category    "
2,Wow Waffles,Wow Waffles,https://www.foodpanda.my/restaurant/h8xr/wow-waffles,"3, Jalan Kemboja, Kampung Dato Sulaiman Menteri, 81100 Johor Bahru, Johor, Malaysia","3, Jalan Kemboja, Kampung Dato Sulaiman Menteri, 81100 Johor Bahru, Johor, Malaysia",$,8:00 AM - 11:29 PM,上午8:00 - 下午11:29,"Mon-Thu,Sat,Sun8:00AM-6:00PM,8:00AM-6:00PM","周一-周四,周六,周日上午8:00-下午6:00,上午8:00-下午6:00",4.2/5,N/A,https://images.deliveryhero.io/image/fd-my/LH/h8xr-hero.jpg,103.7661972,1.5048753,|Desserts|Chicken|Penjana,,,Nasi Ayam Geprek Spesial,Nasi Ayam Geprek Spesial,Nasi Sehat,Nasi Sehat,Dish Description not available,MYR6.50,N/A,N/A," ,Price:  6.5     no sub category    "," ,Price:  6.5     no sub category    "
3,Wow Waffles,Wow Waffles,https://www.foodpanda.my/restaurant/h8xr/wow-waffles,"3, Jalan Kemboja, Kampung Dato Sulaiman Menteri, 81100 Johor Bahru, Johor, Malaysia","3, Jalan Kemboja, Kampung Dato Sulaiman Menteri, 81100 Johor Bahru, Johor, Malaysia",$,8:00 AM - 11:29 PM,上午8:00 - 下午11:29,"Mon-Thu,Sat,Sun8:00AM-6:00PM,8:00AM-6:00PM","周一-周四,周六,周日上午8:00-下午6:00,上午8:00-下午6:00",4.2/5,N/A,https://images.deliveryhero.io/image/fd-my/LH/h8xr-hero.jpg,103.7661972,1.5048753,|Desserts|Chicken|Penjana,,,Nasi Ayam Geprek Spesial,Nasi Ayam Geprek Spesial,Nasi Ayam Geprek Spesial,Nasi Ayam Geprek Spesial,Dish Description not available,from MYR9.00,from N/A,N/A,"

Regular ,Price:  9

Special ,Price:  12

Spicy ,Price:  12","

Regular ,Price:  9|

Special ,Price:  12|

Spicy ,Price:  12"
4,Wow Waffles,Wow Waffles,https://www.foodpanda.my/restaurant/h8xr/wow-waffles,"3, Jalan Kemboja, Kampung Dato Sulaiman Menteri, 81100 Johor Bahru, Johor, Malaysia","3, Jalan Kemboja, Kampung Dato Sulaiman Menteri, 81100 Johor Bahru, Johor, Malaysia",$,8:00 AM - 11:29 PM,上午8:00 - 下午11:29,"Mon-Thu,Sat,Sun8:00AM-6:00PM,8:00AM-6:00PM","周一-周四,周六,周日上午8:00-下午6:00,上午8:00-下午6:00",4.2/5,N/A,https://images.deliveryhero.io/image/fd-my/LH/h8xr-hero.jpg,103.7661972,1.5048753,|Desserts|Chicken|Penjana,,,Noodles,Noodles,Bee Hoon Soup,Bee Hoon Soup,Dish Description not available,MYR7.00,N/A,N/A," ,Price:  7     no sub category    "," ,Price:  7     no sub category    "
5,Wow Waffles,Wow Waffles,https://www.foodpanda.my/restaurant/h8xr/wow-waffles,"3, Jalan Kemboja, Kampung Dato Sulaiman Menteri, 81100 Johor Bahru, Johor, Malaysia","3, Jalan Kemboja, Kampung Dato Sulaiman Menteri, 81100 Johor Bahru, Johor, Malaysia",$,8:00 AM - 11:29 PM,上午8:00 - 下午11:29,"Mon-Thu,Sat,Sun8:00AM-6:00PM,8:00AM-6:00PM","周一-周四,周六,周日上午8:00-下午6:00,上午8:00-下午6:00",4.2/5,N/A,https://images.deliveryhero.io/image/fd-my/LH/h8xr-hero.jpg,103.7661972,1.5048753,|Desserts|Chicken|Penjana,,,Noodles,Noodles,Mee Soup,Mee Soup,Dish Description not available,MYR7.00,N/A,N/A," ,Price:  7     no sub category    "," ,Price:  7     no sub category    "
6,Wow Waffles,Wow Waffles,https://www.foodpanda.my/restaurant/h8xr/wow-waffles,"3, Jalan Kemboja, Kampung Dato Sulaiman Menteri, 81100 Johor Bahru, Johor, Malaysia","3, Jalan Kemboja, Kampung Dato Sulaiman Menteri, 81100 Johor Bahru, Johor, Malaysia",$,8:00 AM - 11:29 PM,上午8:00 - 下午11:29,"Mon-Thu,Sat,Sun8:00AM-6:00PM,8:00AM-6:00PM","周一-周四,周六,周日上午8:00-下午6:00,上午8:00-下午6:00",4.2/5,N/A,https://images.deliveryhero.io/image/fd-my/LH/h8xr-hero.jpg,103.7661972,1.5048753,|Desserts|Chicken|Penjana,,,Nasi Gulai,Nasi Gulai,Nasi Gulai Kawah Ayam Rempah,Nasi Gulai Kawah Ayam Rempah,Dish Description not available,MYR7.00,N/A,N/A," ,Price:  7     no sub category    "," ,Price:  7     no sub category    "
7,Wow Waffles,Wow Waffles,https://www.foodpanda.my/restaurant/h8xr/wow-waffles,"3, Jalan Kemboja, Kampung Dato Sulaiman Menteri, 81100 Johor Bahru, Johor, Malaysia","3, Jalan Kemboja, Kampung Dato Sulaiman Menteri, 81100 Johor Bahru, Johor, Malaysia",$,8:00 AM - 11:29 PM,上午8:00 - 下午11:29,"Mon-Thu,Sat,Sun8:00AM-6:00PM,8:00AM-6:00PM","周一-周四,周六,周日上午8:00-下午6:00,上午8:00-下午6:00",4.2/5,N/A,https://images.deliveryhero.io/image/fd-my/LH/h8xr-hero.jpg,103.7661972,1.5048753,|Desserts|Chicken|Penjana,,,Nasi Gulai,Nasi Gulai,Nasi Gulai Kawah Ayam Bajet,Nasi Gulai Kawah Ayam Bajet,Dish Description not available,MYR7.00,N/A,N/A," ,Price:  7     no sub category    "," ,Price:  7     no sub category    "
8,Wow Waffles,Wow Waffles,https://www.foodpanda.my/restaurant/h8xr/wow-waffles,"3, Jalan Kemboja, Kampung Dato Sulaiman Menteri, 81100 Johor Bahru, Johor, Malaysia","3, Jalan Kemboja, Kampung Dato Sulaiman Menteri, 81100 Johor Bahru, Johor, Malaysia",$,8:00 AM - 11:29 PM,上午8:00 - 下午11:29,"Mon-Thu,Sat,Sun8:00AM-6:00PM,8:00AM-6:00PM","周一-周四,周六,周日上午8:00-下午6:00,上午8:00-下午6:00",4.2/5,N/A,https://images.deliveryhero.io/image/fd-my/LH/h8xr-hero.jpg,103.7661972,1.5048753,|Desserts|Chicken|Penjana,,,Nasi Gulai,Nasi Gulai,Nasi Gulai Kawah Ayam Besar,Nasi Gulai Kawah Ayam Besar,Dish Description not available,MYR10.00,N/A,N/A," ,Price:  10     no sub category    "," ,Price:  10     no sub category    "
9,Wow Waffles,Wow Waffles,https://www.foodpanda.my/restaurant/h8xr/wow-waffles,"3, Jalan Kemboja, Kampung Dato Sulaiman Menteri, 81100 Johor Bahru, Johor, Malaysia","3, Jalan Kemboja, Kampung Dato Sulaiman Menteri, 81100 Johor Bahru, Johor, Malaysia",$,8:00 AM - 11:29 PM,上午8:00 - 下午11:29,"Mon-Thu,Sat,Sun8:00AM-6:00PM,8:00AM-6:00PM","周一-周四,周六,周日上午8:00-下午6:00,上午8:00-下午6:00",4.2/5,N/A,https://images.deliveryhero.io/image/fd-my/LH/h8xr-hero.jpg,103.7661972,1.5048753,|Desserts|Chicken|Penjana,,,Wow Waffle Selected Deals,Wow Waffle Selected Deals,Honeylicious Waffle,Honeylicious Waffle,Special crispy battered waffle with your favorite sweety honeylicious poured on it,MYR4.60,N/A,https://images.deliveryhero.io/image/fd-my/Products/1280308477.jpg," ,Price:  4.6     no sub category    "," ,Price:  4.6     no sub category    "
10,Wow Waffles,Wow Waffles,https://www.foodpanda.my/restaurant/h8xr/wow-waffles,"3, Jalan Kemboja, Kampung Dato Sulaiman Menteri, 81100 Johor Bahru, Johor, Malaysia","3, Jalan Kemboja, Kampung Dato Sulaiman Menteri, 81100 Johor Bahru, Johor, Malaysia",$,8:00 AM - 11:29 PM,上午8:00 - 下午11:29,"Mon-Thu,Sat,Sun8:00AM-6:00PM,8:00AM-6:00PM","周一-周四,周六,周日上午8:00-下午6:00,上午8:00-下午6:00",4.2/5,N/A,https://images.deliveryhero.io/image/fd-my/LH/h8xr-hero.jpg,103.7661972,1.5048753,|Desserts|Chicken|Penjana,,,Wow Waffle Selected Deals,Wow Waffle Selected Deals,Creamy Milk Waffle,Creamy Milk Waffle,Special crispy battered waffle with your favorite creamy milk jam,MYR4.60,N/A,https://images.deliveryhero.io/image/fd-my/Products/1280308478.jpg," ,Price:  4.6     no sub category    "," ,Price:  4.6     no sub category    "
11,Wow Waffles,Wow Waffles,https://www.foodpanda.my/restaurant/h8xr/wow-waffles,"3, Jalan Kemboja, Kampung Dato Sulaiman Menteri, 81100 Johor Bahru, Johor, Malaysia","3, Jalan Kemboja, Kampung Dato Sulaiman Menteri, 81100 Johor Bahru, Johor, Malaysia",$,8:00 AM - 11:29 PM,上午8:00 - 下午11:29,"Mon-Thu,Sat,Sun8:00AM-6:00PM,8:00AM-6:00PM","周一-周四,周六,周日上午8:00-下午6:00,上午8:00-下午6:00",4.2/5,N/A,https://images.deliveryhero.io/image/fd-my/LH/h8xr-hero.jpg,103.7661972,1.5048753,|Desserts|Chicken|Penjana,,,Wow Waffle Selected Deals,Wow Waffle Selected Deals,Peanut Butter Waffle,Peanut Butter Waffle,Special crispy battered waffle with your favourite finger licking good peanut butter glazing spread,MYR4.60,N/A,https://images.deliveryhero.io/image/fd-my/Products/1280314356.jpg," ,Price:  4.6     no sub category    "," ,Price:  4.6     no sub category    "
12,Wow Waffles,Wow Waffles,https://www.foodpanda.my/restaurant/h8xr/wow-waffles,"3, Jalan Kemboja, Kampung Dato Sulaiman Menteri, 81100 Johor Bahru, Johor, Malaysia","3, Jalan Kemboja, Kampung Dato Sulaiman Menteri, 81100 Johor Bahru, Johor, Malaysia",$,8:00 AM - 11:29 PM,上午8:00 - 下午11:29,"Mon-Thu,Sat,Sun8:00AM-6:00PM,8:00AM-6:00PM","周一-周四,周六,周日上午8:00-下午6:00,上午8:00-下午6:00",4.2/5,N/A,https://images.deliveryhero.io/image/fd-my/LH/h8xr-hero.jpg,103.7661972,1.5048753,|Desserts|Chicken|Penjana,,,Wow Waffle Selected Deals,Wow Waffle Selected Deals,Blueberry Waffle,Blueberry Waffle,Special crispy battered waffle with your favourite selected blueberry jam,MYR4.60,N/A,https://images.deliveryhero.io/image/fd-my/Products/1280314357.jpg," ,Price:  4.6     no sub category    "," ,Price:  4.6     no sub category    "
13,Wow Waffles,Wow Waffles,https://www.foodpanda.my/restaurant/h8xr/wow-waffles,"3, Jalan Kemboja, Kampung Dato Sulaiman Menteri, 81100 Johor Bahru, Johor, Malaysia","3, Jalan Kemboja, Kampung Dato Sulaiman Menteri, 81100 Johor Bahru, Johor, Malaysia",$,8:00 AM - 11:29 PM,上午8:00 - 下午11:29,"Mon-Thu,Sat,Sun8:00AM-6:00PM,8:00AM-6:00PM","周一-周四,周六,周日上午8:00-下午6:00,上午8:00-下午6:00",4.2/5,N/A,https://images.deliveryhero.io/image/fd-my/LH/h8xr-hero.jpg,103.7661972,1.5048753,|Desserts|Chicken|Penjana,,,Wow Waffle Selected Deals,Wow Waffle Selected Deals,Kaya Waffle,Kaya Waffle,Special crispy battered waffle with your favourite traditional kaya jam,MYR4.60,N/A,N/A," ,Price:  4.6     no sub category    "," ,Price:  4.6     no sub category    "
14,Wow Waffles,Wow Waffles,https://www.foodpanda.my/restaurant/h8xr/wow-waffles,"3, Jalan Kemboja, Kampung Dato Sulaiman Menteri, 81100 Johor Bahru, Johor, Malaysia","3, Jalan Kemboja, Kampung Dato Sulaiman Menteri, 81100 Johor Bahru, Johor, Malaysia",$,8:00 AM - 11:29 PM,上午8:00 - 下午11:29,"Mon-Thu,Sat,Sun8:00AM-6:00PM,8:00AM-6:00PM","周一-周四,周六,周日上午8:00-下午6:00,上午8:00-下午6:00",4.2/5,N/A,https://images.deliveryhero.io/image/fd-my/LH/h8xr-hero.jpg,103.7661972,1.5048753,|Desserts|Chicken|Penjana,,,Wow Waffle Selected Deals,Wow Waffle Selected Deals,Pandan Kaya Waffle,Pandan Kaya Waffle,Special crispy battered waffle with your favourite rich traditional pandan kaya jam,MYR4.60,N/A,N/A," ,Price:  4.6     no sub category    "," ,Price:  4.6     no sub category    "
15,Wow Waffles,Wow Waffles,https://www.foodpanda.my/restaurant/h8xr/wow-waffles,"3, Jalan Kemboja, Kampung Dato Sulaiman Menteri, 81100 Johor Bahru, Johor, Malaysia","3, Jalan Kemboja, Kampung Dato Sulaiman Menteri, 81100 Johor Bahru, Johor, Malaysia",$,8:00 AM - 11:29 PM,上午8:00 - 下午11:29,"Mon-Thu,Sat,Sun8:00AM-6:00PM,8:00AM-6:00PM","周一-周四,周六,周日上午8:00-下午6:00,上午8:00-下午6:00",4.2/5,N/A,https://images.deliveryhero.io/image/fd-my/LH/h8xr-hero.jpg,103.7661972,1.5048753,|Desserts|Chicken|Penjana,,,Wow Waffle Selected Deals,Wow Waffle Selected Deals,Chocolate Waffle,Chocolate Waffle,Special crispy battered waffle with your favourite finger licking good chocolate glazing spread,MYR4.60,N/A,N/A," ,Price:  4.6     no sub category    "," ,Price:  4.6     no sub category    "
16,Wow Waffles,Wow Waffles,https://www.foodpanda.my/restaurant/h8xr/wow-waffles,"3, Jalan Kemboja, Kampung Dato Sulaiman Menteri, 81100 Johor Bahru, Johor, Malaysia","3, Jalan Kemboja, Kampung Dato Sulaiman Menteri, 81100 Johor Bahru, Johor, Malaysia",$,8:00 AM - 11:29 PM,上午8:00 - 下午11:29,"Mon-Thu,Sat,Sun8:00AM-6:00PM,8:00AM-6:00PM","周一-周四,周六,周日上午8:00-下午6:00,上午8:00-下午6:00",4.2/5,N/A,https://images.deliveryhero.io/image/fd-my/LH/h8xr-hero.jpg,103.7661972,1.5048753,|Desserts|Chicken|Penjana,,,Wow Waffle Selected Deals,Wow Waffle Selected Deals,Strawberry Waffle,Strawberry Waffle,Special crispy battered waffle with your favourite Cameron Highland strawberry jam,MYR4.60,N/A,N/A," ,Price:  4.6     no sub category    "," ,Price:  4.6     no sub category    "
17,Wow Waffles,Wow Waffles,https://www.foodpanda.my/restaurant/h8xr/wow-waffles,"3, Jalan Kemboja, Kampung Dato Sulaiman Menteri, 81100 Johor Bahru, Johor, Malaysia","3, Jalan Kemboja, Kampung Dato Sulaiman Menteri, 81100 Johor Bahru, Johor, Malaysia",$,8:00 AM - 11:29 PM,上午8:00 - 下午11:29,"Mon-Thu,Sat,Sun8:00AM-6:00PM,8:00AM-6:00PM","周一-周四,周六,周日上午8:00-下午6:00,上午8:00-下午6:00",4.2/5,N/A,https://images.deliveryhero.io/image/fd-my/LH/h8xr-hero.jpg,103.7661972,1.5048753,|Desserts|Chicken|Penjana,,,Wow Waffle Selected Deals,Wow Waffle Selected Deals,Cappuccino Waffle,Cappuccino Waffle,Special crispy battered waffle with your favourite italiano taste on popular cappuccino,MYR4.60,N/A,N/A," ,Price:  4.6     no sub category    "," ,Price:  4.6     no sub category    "
18,Wow Waffles,Wow Waffles,https://www.foodpanda.my/restaurant/h8xr/wow-waffles,"3, Jalan Kemboja, Kampung Dato Sulaiman Menteri, 81100 Johor Bahru, Johor, Malaysia","3, Jalan Kemboja, Kampung Dato Sulaiman Menteri, 81100 Johor Bahru, Johor, Malaysia",$,8:00 AM - 11:29 PM,上午8:00 - 下午11:29,"Mon-Thu,Sat,Sun8:00AM-6:00PM,8:00AM-6:00PM","周一-周四,周六,周日上午8:00-下午6:00,上午8:00-下午6:00",4.2/5,N/A,https://images.deliveryhero.io/image/fd-my/LH/h8xr-hero.jpg,103.7661972,1.5048753,|Desserts|Chicken|Penjana,,,Wow Beverages,Wow Beverages,Milo Tabur Ais,Milo Tabur Ais,Dish Description not available,MYR5.90,N/A,N/A," ,Price:  5.9     no sub category    "," ,Price:  5.9     no sub category    "
19,Wow Waffles,Wow Waffles,https://www.foodpanda.my/restaurant/h8xr/wow-waffles,"3, Jalan Kemboja, Kampung Dato Sulaiman Menteri, 81100 Johor Bahru, Johor, Malaysia","3, Jalan Kemboja, Kampung Dato Sulaiman Menteri, 81100 Johor Bahru, Johor, Malaysia",$,8:00 AM - 11:29 PM,上午8:00 - 下午11:29,"Mon-Thu,Sat,Sun8:00AM-6:00PM,8:00AM-6:00PM","周一-周四,周六,周日上午8:00-下午6:00,上午8:00-下午6:00",4.2/5,N/A,https://images.deliveryhero.io/image/fd-my/LH/h8xr-hero.jpg,103.7661972,1.5048753,|Desserts|Chicken|Penjana,,,Wow Beverages,Wow Beverages,Teh O,Teh O,Dish Description not available,from MYR3.10,from N/A,N/A,"

Panas ,Price:  3.1

Ais ,Price:  3.5","

Panas ,Price:  3.1|

Ais ,Price:  3.5"
20,Wow Waffles,Wow Waffles,https://www.foodpanda.my/restaurant/h8xr/wow-waffles,"3, Jalan Kemboja, Kampung Dato Sulaiman Menteri, 81100 Johor Bahru, Johor, Malaysia","3, Jalan Kemboja, Kampung Dato Sulaiman Menteri, 81100 Johor Bahru, Johor, Malaysia",$,8:00 AM - 11:29 PM,上午8:00 - 下午11:29,"Mon-Thu,Sat,Sun8:00AM-6:00PM,8:00AM-6:00PM","周一-周四,周六,周日上午8:00-下午6:00,上午8:00-下午6:00",4.2/5,N/A,https://images.deliveryhero.io/image/fd-my/LH/h8xr-hero.jpg,103.7661972,1.5048753,|Desserts|Chicken|Penjana,,,Wow Beverages,Wow Beverages,Teh Ais,Teh Ais,Dish Description not available,MYR3.90,N/A,N/A," ,Price:  3.9     no sub category    "," ,Price:  3.9     no sub category    "
21,Wow Waffles,Wow Waffles,https://www.foodpanda.my/restaurant/h8xr/wow-waffles,"3, Jalan Kemboja, Kampung Dato Sulaiman Menteri, 81100 Johor Bahru, Johor, Malaysia","3, Jalan Kemboja, Kampung Dato Sulaiman Menteri, 81100 Johor Bahru, Johor, Malaysia",$,8:00 AM - 11:29 PM,上午8:00 - 下午11:29,"Mon-Thu,Sat,Sun8:00AM-6:00PM,8:00AM-6:00PM","周一-周四,周六,周日上午8:00-下午6:00,上午8:00-下午6:00",4.2/5,N/A,https://images.deliveryhero.io/image/fd-my/LH/h8xr-hero.jpg,103.7661972,1.5048753,|Desserts|Chicken|Penjana,,,Wow Beverages,Wow Beverages,Teh Tarik,Teh Tarik,Dish Description not available,MYR3.60,N/A,N/A," ,Price:  3.6     no sub category    "," ,Price:  3.6     no sub category    "
22,Wow Waffles,Wow Waffles,https://www.foodpanda.my/restaurant/h8xr/wow-waffles,"3, Jalan Kemboja, Kampung Dato Sulaiman Menteri, 81100 Johor Bahru, Johor, Malaysia","3, Jalan Kemboja, Kampung Dato Sulaiman Menteri, 81100 Johor Bahru, Johor, Malaysia",$,8:00 AM - 11:29 PM,上午8:00 - 下午11:29,"Mon-Thu,Sat,Sun8:00AM-6:00PM,8:00AM-6:00PM","周一-周四,周六,周日上午8:00-下午6:00,上午8:00-下午6:00",4.2/5,N/A,https://images.deliveryhero.io/image/fd-my/LH/h8xr-hero.jpg,103.7661972,1.5048753,|Desserts|Chicken|Penjana,,,Wow Beverages,Wow Beverages,Milo,Milo,Dish Description not available,from MYR4.10,from N/A,N/A,"

Panas ,Price:  4.1

Ais ,Price:  5.1","

Panas ,Price:  4.1|

Ais ,Price:  5.1"
23,Wow Waffles,Wow Waffles,https://www.foodpanda.my/restaurant/h8xr/wow-waffles,"3, Jalan Kemboja, Kampung Dato Sulaiman Menteri, 81100 Johor Bahru, Johor, Malaysia","3, Jalan Kemboja, Kampung Dato Sulaiman Menteri, 81100 Johor Bahru, Johor, Malaysia",$,8:00 AM - 11:29 PM,上午8:00 - 下午11:29,"Mon-Thu,Sat,Sun8:00AM-6:00PM,8:00AM-6:00PM","周一-周四,周六,周日上午8:00-下午6:00,上午8:00-下午6:00",4.2/5,N/A,https://images.deliveryhero.io/image/fd-my/LH/h8xr-hero.jpg,103.7661972,1.5048753,|Desserts|Chicken|Penjana,,,Wow Beverages,Wow Beverages,Barli Ais,Barli Ais,Dish Description not available,MYR5.10,N/A,N/A," ,Price:  5.1     no sub category    "," ,Price:  5.1     no sub category    "
24,Wow Waffles,Wow Waffles,https://www.foodpanda.my/restaurant/h8xr/wow-waffles,"3, Jalan Kemboja, Kampung Dato Sulaiman Menteri, 81100 Johor Bahru, Johor, Malaysia","3, Jalan Kemboja, Kampung Dato Sulaiman Menteri, 81100 Johor Bahru, Johor, Malaysia",$,8:00 AM - 11:29 PM,上午8:00 - 下午11:29,"Mon-Thu,Sat,Sun8:00AM-6:00PM,8:00AM-6:00PM","周一-周四,周六,周日上午8:00-下午6:00,上午8:00-下午6:00",4.2/5,N/A,https://images.deliveryhero.io/image/fd-my/LH/h8xr-hero.jpg,103.7661972,1.5048753,|Desserts|Chicken|Penjana,,,Wow Beverages,Wow Beverages,Kopi,Kopi,Dish Description not available,from MYR3.60,from N/A,N/A,"

Panas ,Price:  3.6

Ais ,Price:  4.2","

Panas ,Price:  3.6|

Ais ,Price:  4.2"
25,Wow Waffles,Wow Waffles,https://www.foodpanda.my/restaurant/h8xr/wow-waffles,"3, Jalan Kemboja, Kampung Dato Sulaiman Menteri, 81100 Johor Bahru, Johor, Malaysia","3, Jalan Kemboja, Kampung Dato Sulaiman Menteri, 81100 Johor Bahru, Johor, Malaysia",$,8:00 AM - 11:29 PM,上午8:00 - 下午11:29,"Mon-Thu,Sat,Sun8:00AM-6:00PM,8:00AM-6:00PM","周一-周四,周六,周日上午8:00-下午6:00,上午8:00-下午6:00",4.2/5,N/A,https://images.deliveryhero.io/image/fd-my/LH/h8xr-hero.jpg,103.7661972,1.5048753,|Desserts|Chicken|Penjana,,,Wow Beverages,Wow Beverages,Teh O Ais Limau,Teh O Ais Limau,Dish Description not available,MYR3.90,N/A,N/A," ,Price:  3.9     no sub category    "," ,Price:  3.9     no sub category    "
26,Wow Waffles,Wow Waffles,https://www.foodpanda.my/restaurant/h8xr/wow-waffles,"3, Jalan Kemboja, Kampung Dato Sulaiman Menteri, 81100 Johor Bahru, Johor, Malaysia","3, Jalan Kemboja, Kampung Dato Sulaiman Menteri, 81100 Johor Bahru, Johor, Malaysia",$,8:00 AM - 11:29 PM,上午8:00 - 下午11:29,"Mon-Thu,Sat,Sun8:00AM-6:00PM,8:00AM-6:00PM","周一-周四,周六,周日上午8:00-下午6:00,上午8:00-下午6:00",4.2/5,N/A,https://images.deliveryhero.io/image/fd-my/LH/h8xr-hero.jpg,103.7661972,1.5048753,|Desserts|Chicken|Penjana,,,Wow Beverages,Wow Beverages,Jus Limau Ais,Jus Limau Ais,Dish Description not available,MYR3.60,N/A,N/A," ,Price:  3.6     no sub category    "," ,Price:  3.6     no sub category    "
27,Nasi Kukus Tonggek,Nasi Kukus Tonggek,https://www.foodpanda.my/chain/cb4bg/nasi-kukus-tonggek-1,"LG , Central I City, Seksyen 7, Shah Alam","LG , Central I City, Seksyen 7, Shah Alam",$$$,10:30 AM - 9:15 PM,上午10:30 - 下午9:15,"Mon-Sun10:30AM-9:15PM,10:30AM-7:30PM","周一-周日上午10:30-下午9:15,上午10:30-下午7:30",4.2/5,N/A,https://images.deliveryhero.io/image/fd-my/LH/n2qy-hero.jpg,101.4809569,3.06246816,|Malaysianfood|Rice|foodpandaFavourites,,,Jimat Family Combo,Jimat Family Combo,Set A,Set A,"NKT ayam 1 , NKT ayam rendang 1 & 2 iced lemon tea",MYR29.90,N/A,N/A," ,Price:  29.9     no sub category    "," ,Price:  29.9     no sub category    "
28,Nasi Kukus Tonggek,Nasi Kukus Tonggek,https://www.foodpanda.my/chain/cb4bg/nasi-kukus-tonggek-2,"LG , Central I City, Seksyen 7, Shah Alam","LG , Central I City, Seksyen 7, Shah Alam",$$$,10:30 AM - 9:15 PM,上午10:30 - 下午9:15,"Mon-Sun10:30AM-9:15PM,10:30AM-7:30PM","周一-周日上午10:30-下午9:15,上午10:30-下午7:30",4.2/5,N/A,https://images.deliveryhero.io/image/fd-my/LH/n2qy-hero.jpg,101.4809569,3.06246816,|Malaysianfood|Rice|foodpandaFavourites,,,NKT Combo Deal,NKT Combo Deal,Combo Double,Combo Double,"1 Nasi kukus tonggek ayam, 1 nasi kukus tonggek sotong, 1 popcorn teriyaki, & 2 air sirap",MYR45.90,N/A,N/A," ,Price:  45.9     no sub category    "," ,Price:  45.9     no sub category    "
29,Nasi Kukus Tonggek,Nasi Kukus Tonggek,https://www.foodpanda.my/chain/cb4bg/nasi-kukus-tonggek-3,"LG , Central I City, Seksyen 7, Shah Alam","LG , Central I City, Seksyen 7, Shah Alam",$$$,10:30 AM - 9:15 PM,上午10:30 - 下午9:15,"Mon-Sun10:30AM-9:15PM,10:30AM-7:30PM","周一-周日上午10:30-下午9:15,上午10:30-下午7:30",4.2/5,N/A,https://images.deliveryhero.io/image/fd-my/LH/n2qy-hero.jpg,101.4809569,3.06246816,|Malaysianfood|Rice|foodpandaFavourites,,,NKT Combo Deal,NKT Combo Deal,Combo Triple,Combo Triple,"2 Nasi kukus tonggek ayam, 1 nasi kukus tonggek sotong & 3 sirap",MYR51.90,N/A,N/A," ,Price:  51.9     no sub category    "," ,Price:  51.9     no sub category    "
